Time (ms),Soma Voltage (mV)
318.29999999984744,-70.34369384716524
318.3249999998474,-70.34366094934526
318.3499999998474,-70.34362808518529
318.3749999998474,-70.34359525466652
318.39999999984735,-70.34356245777016
318.42499999984733,-70.3435296944774
318.4499999998473,-70.34349696476944
318.4749999998473,-70.34346426862749
318.49999999984726,-70.34343160603272
318.52499999984724,-70.34339897696634
318.5499999998472,-70.34336638140955
318.5749999998472,-70.34333381934354
318.59999999984717,-70.3433012907495
318.62499999984715,-70.34326879560861
318.6499999998471,-70.34323633390208
318.6749999998471,-70.3432039056111
318.6999999998471,-70.34317151071686
318.72499999984706,-70.34313914920054
318.74999999984703,-70.34310682104334
318.774999999847,-70.34307452622642
318.799999999847,-70.343042264731
318.82499999984697,-70.34301003653825
318.84999999984694,-70.34297784162935
318.8749999998469,-70.3429456799855
318.8999999998469,-70.34291355158788
318.9249999998469,-70.34288145641767
318.94999999984685,-70.34284939445605
318.97499999984683,-70.34281736568421
318.9999999998468,-70.34278537008332
319.0249999998468,-70.34275340763458
319.04999999984676,-70.34272147831913
319.07499999984674,-70.3426895821182
319.0999999998467,-70.34265771901293
319.1249999998467,-70.34262588898453
319.14999999984667,-70.34259409201415
319.17499999984665,-70.34256232808298
319.1999999998466,-70.34253059717219
319.2249999998466,-70.34249889926295
319.2499999998466,-70.34246723433644
319.27499999984656,-70.34243560237384
319.29999999984653,-70.34240400335632
319.3249999998465,-70.34237243726504
319.3499999998465,-70.3423409040812
319.37499999984647,-70.34230940378595
319.39999999984644,-70.34227793636046
319.4249999998464,-70.34224650178591
319.4499999998464,-70.34221510004346
319.4749999998464,-70.34218373111429
319.49999999984635,-70.34215239497956
319.52499999984633,-70.34212109162046
319.5499999998463,-70.34208982101813
319.5749999998463,-70.34205858315376
319.59999999984626,-70.3420273780085
319.62499999984624,-70.3419962055635
319.6499999998462,-70.34196506579997
319.6749999998462,-70.34193395869904
319.69999999984617,-70.34190288424189
319.72499999984615,-70.34187184240967
